"","Step","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","LD","sim","Weather","CarcTot"
"25763",7,800,503,265,172,101,52,29,1,24,11,64,"1e+07","56","Normal",2022
"25764",8,1544,800,503,265,172,101,52,29,1,24,11,"1e+07","56","Normal",3502
"25765",9,2494,1544,800,503,265,172,101,52,29,1,24,"1e+07","56","Normal",5985
"25766",10,4325,2494,1544,800,503,265,172,101,52,29,1,"1e+07","56","Normal",10286
"25767",11,7730,4325,2494,1544,800,503,265,172,101,52,29,"1e+07","56","Normal",18015
"25768",12,13021,7730,4325,2494,1544,800,503,265,172,101,52,"1e+07","56","Normal",31007
"25769",13,22071,13021,7730,4325,2494,1544,800,503,265,172,101,"1e+07","56","Normal",53026
"25770",14,29123,22071,13021,7730,4325,2494,1544,800,503,265,172,"1e+07","56","Normal",82048
"25771",15,33054,29123,22071,13021,7730,4325,2494,1544,800,503,265,"1e+07","56","Normal",114930
"25772",16,34948,33054,29123,22071,13021,7730,4325,2494,1544,800,503,"1e+07","56","Normal",149613
"25773",17,34847,34948,33054,29123,22071,13021,7730,4325,2494,1544,800,"1e+07","56","Normal",183957
"25774",18,35163,34847,34948,33054,29123,22071,13021,7730,4325,2494,1544,"1e+07","56","Normal",218320
"25775",19,35625,35163,34847,34948,33054,29123,22071,13021,7730,4325,2494,"1e+07","56","Normal",252401
"25776",20,35263,35625,35163,34847,34948,33054,29123,22071,13021,7730,4325,"1e+07","56","Normal",285170
"25777",21,35462,35263,35625,35163,34847,34948,33054,29123,22071,13021,7730,"1e+07","56","Normal",316307
"25778",22,35936,35462,35263,35625,35163,34847,34948,33054,29123,22071,13021,"1e+07","56","Normal",344513
"25779",23,35519,35936,35462,35263,35625,35163,34847,34948,33054,29123,22071,"1e+07","56","Normal",367011
"25780",24,35855,35519,35936,35462,35263,35625,35163,34847,34948,33054,29123,"1e+07","56","Normal",380795
"25781",25,35607,35855,35519,35936,35462,35263,35625,35163,34847,34948,33054,"1e+07","56","Normal",387279
"25782",26,35067,35607,35855,35519,35936,35462,35263,35625,35163,34847,34948,"1e+07","56","Normal",389292
"25783",27,35486,35067,35607,35855,35519,35936,35462,35263,35625,35163,34847,"1e+07","56","Normal",389830
"25784",28,35640,35486,35067,35607,35855,35519,35936,35462,35263,35625,35163,"1e+07","56","Normal",390623
"25785",29,34927,35640,35486,35067,35607,35855,35519,35936,35462,35263,35625,"1e+07","56","Normal",390387
"25786",30,35746,34927,35640,35486,35067,35607,35855,35519,35936,35462,35263,"1e+07","56","Normal",390508
"25787",31,35651,35746,34927,35640,35486,35067,35607,35855,35519,35936,35462,"1e+07","56","Normal",390896
"25788",32,35596,35651,35746,34927,35640,35486,35067,35607,35855,35519,35936,"1e+07","56","Normal",391030
"25789",33,35488,35596,35651,35746,34927,35640,35486,35067,35607,35855,35519,"1e+07","56","Normal",390582
"25790",34,35856,35488,35596,35651,35746,34927,35640,35486,35067,35607,35855,"1e+07","56","Normal",390919
"25791",35,35438,35856,35488,35596,35651,35746,34927,35640,35486,35067,35607,"1e+07","56","Normal",390502
"25792",36,35659,35438,35856,35488,35596,35651,35746,34927,35640,35486,35067,"1e+07","56","Normal",390554
"25793",37,35737,35659,35438,35856,35488,35596,35651,35746,34927,35640,35486,"1e+07","56","Normal",391224
"25794",38,35159,35737,35659,35438,35856,35488,35596,35651,35746,34927,35640,"1e+07","56","Normal",390897
"25795",39,35699,35159,35737,35659,35438,35856,35488,35596,35651,35746,34927,"1e+07","56","Normal",390956
"25796",40,35513,35699,35159,35737,35659,35438,35856,35488,35596,35651,35746,"1e+07","56","Normal",391542
"25797",41,35525,35513,35699,35159,35737,35659,35438,35856,35488,35596,35651,"1e+07","56","Normal",391321
"25798",42,35055,35525,35513,35699,35159,35737,35659,35438,35856,35488,35596,"1e+07","56","Normal",390725
"25799",43,35295,35055,35525,35513,35699,35159,35737,35659,35438,35856,35488,"1e+07","56","Normal",390424
"25800",44,35456,35295,35055,35525,35513,35699,35159,35737,35659,35438,35856,"1e+07","56","Normal",390392
"25801",45,35517,35456,35295,35055,35525,35513,35699,35159,35737,35659,35438,"1e+07","56","Normal",390053
"25802",46,35506,35517,35456,35295,35055,35525,35513,35699,35159,35737,35659,"1e+07","56","Normal",390121
"25803",47,35029,35506,35517,35456,35295,35055,35525,35513,35699,35159,35737,"1e+07","56","Normal",389491
"25804",48,35633,35029,35506,35517,35456,35295,35055,35525,35513,35699,35159,"1e+07","56","Normal",389387
"25805",49,35585,35633,35029,35506,35517,35456,35295,35055,35525,35513,35699,"1e+07","56","Normal",389813
"25806",50,35080,35585,35633,35029,35506,35517,35456,35295,35055,35525,35513,"1e+07","56","Normal",389194
"25807",51,35559,35080,35585,35633,35029,35506,35517,35456,35295,35055,35525,"1e+07","56","Normal",389240
"25808",52,35547,35559,35080,35585,35633,35029,35506,35517,35456,35295,35055,"1e+07","56","Normal",389262
"25809",53,35273,35547,35559,35080,35585,35633,35029,35506,35517,35456,35295,"1e+07","56","Normal",389480
"25810",54,35102,35273,35547,35559,35080,35585,35633,35029,35506,35517,35456,"1e+07","56","Normal",389287
"25811",55,34848,35102,35273,35547,35559,35080,35585,35633,35029,35506,35517,"1e+07","56","Normal",388679
"25812",56,35062,34848,35102,35273,35547,35559,35080,35585,35633,35029,35506,"1e+07","56","Normal",388224
"25813",57,35524,35062,34848,35102,35273,35547,35559,35080,35585,35633,35029,"1e+07","56","Normal",388242
"25814",58,35201,35524,35062,34848,35102,35273,35547,35559,35080,35585,35633,"1e+07","56","Normal",388414
"25815",59,34847,35201,35524,35062,34848,35102,35273,35547,35559,35080,35585,"1e+07","56","Normal",387628
"25816",60,35792,34847,35201,35524,35062,34848,35102,35273,35547,35559,35080,"1e+07","56","Normal",387835
"25817",61,35742,35792,34847,35201,35524,35062,34848,35102,35273,35547,35559,"1e+07","56","Normal",388497
"25818",62,35534,35742,35792,34847,35201,35524,35062,34848,35102,35273,35547,"1e+07","56","Normal",388472
"25819",63,35147,35534,35742,35792,34847,35201,35524,35062,34848,35102,35273,"1e+07","56","Normal",388072
"25820",64,35537,35147,35534,35742,35792,34847,35201,35524,35062,34848,35102,"1e+07","56","Normal",388336
"25821",65,35179,35537,35147,35534,35742,35792,34847,35201,35524,35062,34848,"1e+07","56","Normal",388413
"25822",66,35268,35179,35537,35147,35534,35742,35792,34847,35201,35524,35062,"1e+07","56","Normal",388833
"25823",67,35036,35268,35179,35537,35147,35534,35742,35792,34847,35201,35524,"1e+07","56","Normal",388807
"25824",68,35467,35036,35268,35179,35537,35147,35534,35742,35792,34847,35201,"1e+07","56","Normal",388750
"25825",69,35148,35467,35036,35268,35179,35537,35147,35534,35742,35792,34847,"1e+07","56","Normal",388697
"25826",70,35547,35148,35467,35036,35268,35179,35537,35147,35534,35742,35792,"1e+07","56","Normal",389397
"25827",71,35644,35547,35148,35467,35036,35268,35179,35537,35147,35534,35742,"1e+07","56","Normal",389249
"25828",72,35109,35644,35547,35148,35467,35036,35268,35179,35537,35147,35534,"1e+07","56","Normal",388616
"25829",73,34997,35109,35644,35547,35148,35467,35036,35268,35179,35537,35147,"1e+07","56","Normal",388079
"25830",74,35562,34997,35109,35644,35547,35148,35467,35036,35268,35179,35537,"1e+07","56","Normal",388494
"25831",75,35325,35562,34997,35109,35644,35547,35148,35467,35036,35268,35179,"1e+07","56","Normal",388282
"25832",76,35341,35325,35562,34997,35109,35644,35547,35148,35467,35036,35268,"1e+07","56","Normal",388444
"25833",77,35442,35341,35325,35562,34997,35109,35644,35547,35148,35467,35036,"1e+07","56","Normal",388618
"25834",78,35195,35442,35341,35325,35562,34997,35109,35644,35547,35148,35467,"1e+07","56","Normal",388777
"25835",79,35421,35195,35442,35341,35325,35562,34997,35109,35644,35547,35148,"1e+07","56","Normal",388731
"25836",80,35363,35421,35195,35442,35341,35325,35562,34997,35109,35644,35547,"1e+07","56","Normal",388946
"25837",81,35830,35363,35421,35195,35442,35341,35325,35562,34997,35109,35644,"1e+07","56","Normal",389229
"25838",82,35887,35830,35363,35421,35195,35442,35341,35325,35562,34997,35109,"1e+07","56","Normal",389472
"25839",83,35371,35887,35830,35363,35421,35195,35442,35341,35325,35562,34997,"1e+07","56","Normal",389734
"25840",84,35443,35371,35887,35830,35363,35421,35195,35442,35341,35325,35562,"1e+07","56","Normal",390180
"25841",85,35712,35443,35371,35887,35830,35363,35421,35195,35442,35341,35325,"1e+07","56","Normal",390330
"25842",86,35454,35712,35443,35371,35887,35830,35363,35421,35195,35442,35341,"1e+07","56","Normal",390459
"25843",87,35446,35454,35712,35443,35371,35887,35830,35363,35421,35195,35442,"1e+07","56","Normal",390564
"25844",88,35050,35446,35454,35712,35443,35371,35887,35830,35363,35421,35195,"1e+07","56","Normal",390172
"25845",89,34747,35050,35446,35454,35712,35443,35371,35887,35830,35363,35421,"1e+07","56","Normal",389724
"25846",90,35582,34747,35050,35446,35454,35712,35443,35371,35887,35830,35363,"1e+07","56","Normal",389885
"25847",91,35431,35582,34747,35050,35446,35454,35712,35443,35371,35887,35830,"1e+07","56","Normal",389953
"25848",92,35137,35431,35582,34747,35050,35446,35454,35712,35443,35371,35887,"1e+07","56","Normal",389260
"25849",93,35233,35137,35431,35582,34747,35050,35446,35454,35712,35443,35371,"1e+07","56","Normal",388606
"25850",94,35390,35233,35137,35431,35582,34747,35050,35446,35454,35712,35443,"1e+07","56","Normal",388625
"25851",95,35850,35390,35233,35137,35431,35582,34747,35050,35446,35454,35712,"1e+07","56","Normal",389032
"25852",96,35005,35850,35390,35233,35137,35431,35582,34747,35050,35446,35454,"1e+07","56","Normal",388325
"25853",97,35451,35005,35850,35390,35233,35137,35431,35582,34747,35050,35446,"1e+07","56","Normal",388322
"25854",98,35250,35451,35005,35850,35390,35233,35137,35431,35582,34747,35050,"1e+07","56","Normal",388126
"25855",99,35685,35250,35451,35005,35850,35390,35233,35137,35431,35582,34747,"1e+07","56","Normal",388761
"25856",100,35621,35685,35250,35451,35005,35850,35390,35233,35137,35431,35582,"1e+07","56","Normal",389635
"25857",0,1,24,11,64,39,18,0,29,6,31,12,"1e+07","57",NA,235
"25858",1,27,1,24,11,64,39,18,0,29,6,31,"1e+07","57","Normal",250
"25859",2,55,27,1,24,11,64,39,18,0,29,6,"1e+07","57","Normal",274
"25860",3,71,55,27,1,24,11,64,39,18,0,29,"1e+07","57","Normal",339
"25861",4,122,71,55,27,1,24,11,64,39,18,0,"1e+07","57","Normal",432
"25862",5,224,122,71,55,27,1,24,11,64,39,18,"1e+07","57","Normal",656
"25863",6,459,224,122,71,55,27,1,24,11,64,39,"1e+07","57","Normal",1097
"25864",7,728,459,224,122,71,55,27,1,24,11,64,"1e+07","57","Normal",1786
"25865",8,1340,728,459,224,122,71,55,27,1,24,11,"1e+07","57","Normal",3062
"25866",9,2088,1340,728,459,224,122,71,55,27,1,24,"1e+07","57","Normal",5139
"25867",10,3732,2088,1340,728,459,224,122,71,55,27,1,"1e+07","57","Normal",8847
"25868",11,6362,3732,2088,1340,728,459,224,122,71,55,27,"1e+07","57","Normal",15208
"25869",12,10836,6362,3732,2088,1340,728,459,224,122,71,55,"1e+07","57","Normal",26017
"25870",13,18700,10836,6362,3732,2088,1340,728,459,224,122,71,"1e+07","57","Normal",44662
"25871",14,27676,18700,10836,6362,3732,2088,1340,728,459,224,122,"1e+07","57","Normal",72267
"25872",15,32696,27676,18700,10836,6362,3732,2088,1340,728,459,224,"1e+07","57","Normal",104841
"25873",16,34568,32696,27676,18700,10836,6362,3732,2088,1340,728,459,"1e+07","57","Normal",139185
"25874",17,34800,34568,32696,27676,18700,10836,6362,3732,2088,1340,728,"1e+07","57","Normal",173526
"25875",18,35107,34800,34568,32696,27676,18700,10836,6362,3732,2088,1340,"1e+07","57","Normal",207905
"25876",19,35530,35107,34800,34568,32696,27676,18700,10836,6362,3732,2088,"1e+07","57","Normal",242095
"25877",20,35589,35530,35107,34800,34568,32696,27676,18700,10836,6362,3732,"1e+07","57","Normal",275596
"25878",21,35159,35589,35530,35107,34800,34568,32696,27676,18700,10836,6362,"1e+07","57","Normal",307023
